"id","last_updated","kaycode","full_name","prev_id","sex","birthdate","status","mom","dad","number_littermates","litrank","eartag","notes","entered_by"
"kape",2016-05-11,"1313","kapenguria","al510","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"kapu",2017-08-26,"1236","kapuas river",NA,"f",2016-08-11,"r","java",NA,"1","1",NA,NA,NA
"karm",2015-05-06,NA,"karamel sutra",NA,NA,2010-01-01,"r","flfy",NA,"1",NA,NA,NA,NA
"karn",2015-05-06,NA,"karen",NA,NA,2011-12-23,"r","lu",NA,"1",NA,NA,NA,NA
"kat",2009-09-23,NA,"kitkat",NA,"u",2006-10-20,"r","mls",NA,"1","2",NA,NA,NA
"kata",2007-10-02,"1056","katana",NA,"m",2010-02-16,"i","pike",NA,"1","2",NA,"small r b notch, immigrated to serena north from h",NA
"kath",2014-06-13,NA,"kathleen hanna",NA,"m",2014-02-23,"r","arro",NA,"1","2",NA,"seen in south 11/17/2017, dfs in south 6/18/2017",NA
"kaz",2016-11-11,NA,"kaz",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"kb",2016-07-21,"39","k-butt",NA,"f",1978-01-01,"r",NA,NA,NA,NA,NA,NA,NA
"kbk",2016-07-18,"17","k-butt kid",NA,"m",1988-08-23,"r","kb",NA,"0","1",NA," dengrad calced by pat",NA
"kbm",NA,NA,"kaboom",NA,"u",2004-11-02,"r","atar",NA,"1","2",NA,NA,NA
"kbos",2015-04-24,NA,"koitobos",NA,NA,2013-12-05,"r","lu",NA,"1",NA,NA,NA,NA
"kcha",2016-07-19,"695","kichakani",NA,"m",2013-03-04,"r","avce",NA,"1",NA,NA,"found dead @ riverbend den",NA
"kdsl",2018-09-26,"0","kenna lehmann","buttface","f",1986-03-04,"i","mrph","rnr","0",NA,NA,NA,NA
"kdy",2016-04-19,"338","kennedy","grimace","m",2000-10-03,"r","nav",NA,"1","2","338","talek west. master list: sex=u dengrad calced by p",NA
"keek",NA,NA,"keekorok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"keln",2012-05-02,"510","kelin",NA,NA,2010-01-05,NA,"crdn",NA,NA,NA,NA,NA,NA
"ken",2016-07-21,NA,"kenya",NA,"f",1994-12-21,"r","gil",NA,"1","1",NA," dengrad calced by pat",NA
"keng",2016-05-11,"576","ken griffey jr","wrinkle","f",2014-03-17,"r","aqua",NA,"1","2",NA,NA,NA
"kens",NA,"905","kensington",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"kent",2015-05-06,"507","kent",NA,"m",2006-12-01,"r","lln",NA,NA,NA,"757","ft natal cub darted may 08",NA
"keri",2015-05-07,"537","keriamiti",NA,"m",2013-05-07,"r","cd",NA,"1",NA,NA,NA,NA
"kerm",2008-03-26,NA,"kermit",NA,"u",1994-12-28,"r","hob",NA,"0",NA,NA," dengrad calced by pat; this cub can't be given a ",NA
"kero",2016-08-11,"1309","kerio river",NA,"u",2015-07-12,"r","ted",NA,"1","2",NA,NA,NA
"kesq",2015-03-24,"566","kennett square","al449","m",NA,"i",NA,NA,NA,NA,NA,"other.kaycodes:#532",NA
"kfk",2013-01-21,NA,"kefka",NA,"f",2008-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"khtm",2016-11-04,"525","khartoum","al383","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"kiba",2015-11-05,NA,"kibera",NA,NA,2014-10-15,"r","lu",NA,"1",NA,NA,NA,NA
"kier",2016-07-21,"352","kierkegaard",NA,"f",2000-12-25,"r","mali",NA,"1","2",NA,"talek west. master list:sex=f dengrad calced by pa",NA
"kiev",NA,"2039","kiev",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"kik",2016-07-19,"747","kikuyu",NA,"m",2002-11-24,"r","art",NA,NA,NA,NA," dengrad calced by pat",NA
"kiki",NA,"157","kiki",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"kili",2016-07-18,NA,"kilimanjaro",NA,"m",1994-12-21,"r","gil",NA,"1","2",NA," dengrad calced by pat",NA
"kill",2014-10-16,NA,"killin",NA,"u",2012-01-18,"r","digs",NA,"1","2",NA,"dbw",NA
"kilo",2016-09-08,"1314","kilometer","pepper","m",2015-06-20,"r","buar",NA,"1","2",NA,NA,NA
"kilr",NA,NA,"kilroy",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"kim",2016-11-15,NA,"kim",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"kimj",2018-04-11,NA,"kim jong-un",NA,NA,2016-12-01,"r","roos",NA,"0",NA,NA,"kcm",NA
"kin",2016-11-11,NA,"kink",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"king",2016-07-15,NA,"kingsley","pacman","f",2006-04-01,"r","ali",NA,"1","1",NA,"talek west",NA
"kip",2016-07-21,"131","kipling",NA,"f",1993-12-10,"r","who","fn","1","1",NA," dengrad calced by pat",NA
"kips",2016-02-02,NA,"kipsigis",NA,"f",2009-10-25,"r","art",NA,"0",NA,NA,NA,NA
"kirk",2015-06-07,NA,"jim kirk",NA,"u",2015-12-25,"r","mtn",NA,"0",NA,NA,NA,NA
"kish",2017-07-13,"1306","kinshasa","al532","m",NA,"i",NA,NA,NA,NA,NA,"kcm clan",NA
"kit",NA,NA,"kitts",NA,"f",2003-10-28,"r","maya",NA,NA,NA,NA,"amboseli",NA
"kita",2017-04-25,"1256","akita",NA,"m",2016-01-17,"r","tru",NA,"1","1",NA,NA,NA
"kite",2007-10-02,NA,"kite",NA,"m",2007-08-15,"r","ave?",NA,NA,NA,NA,"lower r snaggletooth",NA
"kk",2008-03-26,"57","kirk",NA,"m",1990-12-15,"r","bf","65","1","2",NA," dengrad calced by pat",NA
"kkat",2017-04-26,"1235","krazy kat",NA,"f",2016-10-04,"r","ink",NA,"1","1",NA,NA,NA
"kl",2016-07-21,"130","kalhua",NA,"f",1993-07-07,"r","ua","sy","1","2",NA," dengrad calced by pat",NA
"kli",NA,"200","klingon",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"knee",NA,"292","knee",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"kng",2017-08-26,"1240","king ghidorah",NA,"m",2016-12-11,"r","erem",NA,"1","1",NA,NA,NA
"knin",2016-05-27,"1205","k9",NA,"f",2015-06-04,"r","jlp",NA,"1","1",NA,NA,NA
"knot",2017-01-26,"592","knot","cntm","f",2014-08-23,"r","buar",NA,"1","1",NA,NA,NA
"knox",2017-07-13,NA,"knoxville","al530","m",NA,"i",NA,NA,NA,NA,NA,"md clan",NA
"knx",2016-11-11,"241","ft knox",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"koal",2015-09-16,"1142","koala",NA,"m",2012-06-04,"r","sau",NA,"1","1",NA,NA,NA
"kodi",2014-10-18,NA,"kodiak",NA,"u",2009-12-02,"r","sau",NA,NA,NA,NA,NA,NA
"kofi",2012-05-03,"523","kofi annan",NA,NA,2010-07-22,"r","oscr",NA,"1",NA,NA,NA,NA
"koi",2007-10-02,"1014","koi",NA,"f",NA,"r",NA,NA,NA,NA,NA,"l b nick; r b nick",NA
"koin",2015-02-03,NA,"koinange",NA,"u",2011-12-21,"r","lyle",NA,"1","2",NA,NA,NA
"koko",NA,"920","koko",NA,"f",2004-04-30,"r","nana",NA,"1","1",NA,"her death muscle tubes labeled #919 on 2/2/12, oth",NA
"kola",NA,NA,NA,NA,"u",2007-10-01,"r","chip",NA,"0",NA,NA,NA,NA
"komo",2014-10-14,"1075","komodo",NA,"f",2010-10-10,"r","java",NA,"1","2",NA,NA,NA
"kon",2016-07-18,"161","konyagi",NA,"m",1995-01-25,"r","ua",NA,"1","2",NA,"talek west. dengrad calced by pat",NA
"kopa",2016-03-07,NA,"koopa troopa",NA,"m",2012-08-08,"r","cart",NA,NA,NA,NA,NA,NA
"korb",2015-09-18,"1106","korben",NA,"m",2012-05-27,"r","mtn",NA,"1",NA,NA,"dbw",NA
"kori",2007-10-02,NA,"kori",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"kpa",2016-11-15,NA,"kappa",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"kpo",NA,NA,"kung pao",NA,"f",2004-11-27,"r","umb",NA,NA,NA,NA,"amboseli",NA
"kpop",2018-08-03,NA,"kpop",NA,NA,2017-02-06,"r","keng",NA,"0",NA,NA,"talek west",NA
"kq",NA,NA,"killer queen",NA,"m",2015-07-24,"r","muon",NA,"0",NA,NA,"male? on master list",NA
"krav",2017-08-26,NA,"krav maga",NA,"u",2017-04-01,"r","lanc",NA,"0",NA,NA,NA,NA
"krgr",2015-09-18,NA,"freddy kruger",NA,"m",2009-04-10,"r","slin",NA,"1","2",NA,NA,NA
"krk",2016-05-23,"98","kruuk",NA,"m",1992-01-10,"r","kb","mrb","1","1",NA," dengrad calced by pat",NA
"krkn",2017-02-04,NA,"the kraken",NA,"f",2016-10-08,"r","clay",NA,"1","1",NA,NA,NA
"kro",2016-07-19,"754","kerouac",NA,"m",2003-07-23,"r","who",NA,NA,NA,NA,"talek east",NA
"krst",2014-10-16,NA,"krest",NA,"m",2008-10-15,"r","ema",NA,"0",NA,NA,NA,NA
"krug",NA,NA,"krugf",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"kryp",2016-02-02,"805","krypton","box","m",2007-11-01,"r","yog",NA,"0",NA,NA,"earlier name=neon",NA
"ks",2007-10-02,"1077","kneesocks",NA,"f",NA,"r",NA,NA,NA,NA,NA,"r & l nipple ears",NA
"ksi",2015-12-09,"769","kisii",NA,"m",2005-01-03,"r","art",NA,"0",NA,NA,NA,NA
"ksmu",2016-11-04,"669","kisumu","al418","m",NA,"i",NA,NA,NA,NA,NA,"possible that he died in the 2014 poisoning but di",NA
"ktn",2016-07-18,"335","keaton",NA,"m",2000-12-15,"r","csn",NA,"0",NA,NA,"talek west. master list: birthdate=10/1/2000 dengr",NA
"kto",2016-11-09,"760","kyoto",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"kv",NA,"793","kavu",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"kwan",2015-05-26,NA,"michelle kwan",NA,"u",2014-03-30,"r","baez",NA,"1",NA,NA,NA,NA
"kxb",2016-05-23,"81","kxb",NA,"m",1992-01-10,"r","kb",NA,"1","2",NA," dengrad calced by pat",NA
"ky",2008-03-26,NA,"kathy",NA,"m",1989-08-05,"r","lg",NA,"1","1",NA," dengrad calced by pat",NA
"kzoo",NA,"914","kalamazoo",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"l&f",2016-11-18,NA,"loaves & fishes",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lady",2015-09-15,"1136","lunch lady",NA,"m",2012-11-17,"r","shrm",NA,"1","1",NA,"immigrated to serena south  april,may, june?2017",NA
"lag",2017-11-10,NA,"lagomorpha",NA,NA,2017-05-23,"r","gofa",NA,"1",NA,NA,"main doc",NA
"lak",2015-01-23,NA,NA,NA,"u",2009-06-15,"r","cart",NA,"1","2",NA,NA,NA
"lali",2015-09-16,"1191","lalibeli",NA,"f",2014-10-31,"r","lcs",NA,"0",NA,NA,NA,NA
"lam",2016-11-04,NA,"lambda",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lamm",2015-06-12,NA,"lammergeier",NA,"u",2014-12-01,"r","c3po",NA,"0",NA,NA,NA,NA
"lamu",2016-11-04,"638","lamu",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lan",2016-11-15,NA,"lanark",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lana",2017-07-12,NA,"galana river",NA,NA,2016-10-17,"r","ted",NA,"1",NA,NA,NA,NA
"lanc",2015-09-13,"1178","lance",NA,"f",2015-02-04,"r","pike",NA,"1","1",NA,NA,NA
"lang",2015-04-02,NA,"langata",NA,NA,2010-11-14,"r","lu",NA,"1","2",NA,NA,NA
"lans",2016-08-10,"819","lansing","al301 and al307","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lar",2016-11-11,NA,"laramie",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lari",2018-08-02,NA,"calamari","heart","m",2016-10-31,"r","byte",NA,"1","2",NA,NA,NA
"larm",2014-06-18,NA,"louis armstrong",NA,NA,2013-11-10,"r","peeb",NA,"2",NA,NA,NA,NA
"larr",2016-08-31,NA,"larry",NA,"m",NA,"f",NA,NA,NA,NA,NA,"male #100",NA
"lars",2016-11-17,NA,"lars",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lav",2016-07-19,"715","lavender",NA,"m",2008-02-20,"r","mos",NA,"1","1",NA,NA,NA
"lazr",2017-01-23,"594","lazar","chobani","u",2014-04-01,"r","yog",NA,"1","1",NA,"other.kaycodes:#943",NA
"lazy",2016-07-15,NA,"laziness",NA,"f",2013-12-01,"r","arg",NA,"1","2",NA,"starved after mom likely died in april 2014 poison",NA
"lb",2012-05-05,"677","little big horn","677, 684",NA,2011-12-12,"r","com",NA,"1",NA,NA,"previds are both this hyena's kaycodes, other.kayc",NA
"lbg",2015-04-27,"900","lobengula",NA,"m",NA,"i",NA,NA,NA,NA,"900",NA,NA
"lbm",2016-07-21,NA,"little big man",NA,"f",1993-09-15,"r","sx",NA,"0",NA,NA," dengrad calced by pat",NA
"lbn",2016-11-18,NA,"left b notch",NA,"m",NA,"t",NA,NA,NA,NA,NA,"no evidence of death in notes",NA
"lboy",2007-10-02,"1058","loverboy","taye","m",NA,"r",NA,NA,NA,NA,NA,"small r c nick",NA
"lbs",2016-12-14,NA,"left b scoop",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lbsl",2016-11-18,NA,"left b slit",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lcb",2016-12-13,NA,"left c bite",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lcd",2016-12-14,NA,"left c dot",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lcs",2007-10-02,"1080","left c slit",NA,"f",NA,"r",NA,NA,NA,NA,NA,"l c slit, l d notch",NA
"lcst",2012-05-03,NA,"yves la coste",NA,NA,2010-11-06,"r","lnx",NA,"1",NA,NA,NA,NA
"ldn",NA,NA,"left d nick",NA,"m",1988-06-01,"r","03",NA,"1","2",NA," dengrad calced by pat",NA
"ldv",2017-03-23,"237","leonardo da vinci",NA,"m",1997-11-24,"r","hg","mer","1","2",NA,"talek west. dengrad calced by pat",NA
"ldz",2008-03-26,NA,"led zeppelin",NA,"u",1996-10-13,"r","bail",NA,"1",NA,NA," dengrad calced by pat",NA
"leak",NA,NA,"leakey",NA,NA,NA,"t",NA,NA,NA,NA,NA,"amboseli",NA
"lear",2018-08-06,NA,"king lear",NA,"m",2001-08-10,"r","ger",NA,"1","2",NA,"master list: name=king lear dengrad calced by pat",NA
"lee",2016-07-21,NA,"lee",NA,"f",2011-07-16,"r","ffl",NA,"1","2",NA,NA,NA
"lefi",2017-04-25,"1264","maleficent",NA,"m",2016-05-15,"r","slin",NA,"1","1",NA,NA,NA
"leg",2013-05-30,"871","legolas",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lelo",2015-09-14,NA,"leeloo",NA,"m",2011-11-02,"r","ao",NA,"1","1",NA,NA,NA
"lem",2012-05-05,NA,"lemmings","netty = cub name",NA,2011-07-10,"r","atar",NA,"1","2",NA,NA,NA
"len",2016-07-19,"738","lennon",NA,"m",2003-03-04,"r","bail",NA,NA,NA,NA," dengrad calced by pat",NA
"leo",2018-04-11,"1368","leo","spud","f",2017-05-25,"r","twst",NA,"1","1",NA,"main doc",NA
"let",NA,NA,"left ear tear",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lev",2012-12-24,NA,"levin",NA,"u",NA,"r",NA,NA,NA,NA,NA,"seen in south 10/30/2009",NA
"levi",2015-01-30,NA,"levi",NA,"u",2010-01-13,"r","ffl",NA,"1","1",NA,NA,NA
"lewa",2016-10-21,"1308","malewa river",NA,"m",2015-07-12,"r","ted",NA,"1","1",NA,NA,NA
"lf",2016-07-18,NA,"longfellow",NA,"m",1993-12-10,"r","who",NA,"1","2",NA," dengrad calced by pat",NA
"lfl",NA,"154","lfl",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lfty",2007-10-02,NA,"lefty",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"lg",2016-07-21,"55","little gull wing","lgw","f",1982-06-01,"r","11",NA,NA,NA,NA,NA,NA
"lgmg",NA,NA,"large marge",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lgnd",2017-10-10,"1310","legend",NA,"f",2016-07-04,"r","atac",NA,NA,NA,NA,NA,NA
"lgo",2007-10-02,"1043","lego",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lh",2016-07-18,NA,"longhorn",NA,"m",1987-09-01,"r","bf",NA,"0","1",NA,NA,NA
"life",2017-04-25,NA,"life finds a way",NA,"u",2016-12-12,"r","trex",NA,"1",NA,NA,NA,NA
"lil",2008-03-26,NA,"lily tomlin",NA,"m",1993-06-26,"r","bsh",NA,"1","2",NA," dengrad calced by pat",NA
"lily",2014-01-01,NA,"lily",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lim",2016-11-11,"270","limerick",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek west",NA
"limp",2016-11-18,NA,"limp",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lina",2018-08-02,NA,"rosalina",NA,NA,2017-04-26,"r","cart",NA,"1","2",NA,"pond; after lina lost her foot, possible change in",NA
"linc",2016-07-18,"211","lincoln",NA,"m",1996-10-23,"r","nav","mike","1","1",NA,"talek west. dengrad calced by pat, other.kaycodes:",NA
"link",2015-06-18,"644","link",NA,"u",2011-10-14,"r","dion",NA,"1","2",NA,NA,NA
"linl",NA,"2008","lionel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"lip",2016-11-11,NA,"lip",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lira",2016-07-21,NA,"lira",NA,"f",1995-11-18,"r","gol",NA,"0",NA,NA," dengrad calced by pat",NA
"livt",2018-12-14,NA,"liv tyler","lauren",NA,2017-11-30,"r","tilt",NA,"1",NA,NA,"kcm",NA
"lj",2016-07-19,NA,"little john",NA,"m",2005-04-15,"r","bsl",NA,"1","1",NA,NA,NA
"ljoy",NA,NA,"lovejoy",NA,NA,NA,"f",NA,NA,NA,NA,NA,NA,NA
"lk",NA,NA,"leinenkugel",NA,"u",2001-11-19,"r","amar",NA,NA,NA,NA," dengrad calced by pat",NA
"lky",NA,NA,"lucky charm",NA,"u",2005-06-01,"r","hrp",NA,"1","2",NA,"talek east",NA
"ll2",2008-03-25,"153","ll2",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"llam",2008-03-25,"122","limplionadultmale",NA,"m",NA,"d",NA,NA,NA,NA,NA,"no dartsheet",NA
"lln",2015-05-06,"358","lois lane",NA,"f",NA,"r",NA,NA,NA,NA,NA,"sample id accidentally used twice (other is mwht 3",NA
"lma",NA,NA,"lima","am176","m",NA,"i",NA,NA,NA,NA,NA,"talek east",NA
"lmbo",2017-08-26,"1246","lamborghini",NA,"f",2016-12-28,"r","bban",NA,"1",NA,NA,NA,NA
"lnce",2015-09-14,NA,"lancelot",NA,"m",2008-07-20,"r","arc",NA,"0",NA,NA,"dls adjusted re: jrg from 10/14/2014,  now  by lju",NA
"lndo",2015-09-18,NA,"lando calripien",NA,"u",2012-05-27,"r","mtn",NA,"1",NA,NA,"dbw",NA
"lnki",2015-05-20,NA,"rich lenski",NA,NA,2012-09-14,"r","ag",NA,NA,NA,NA,NA,NA
"lno",2007-10-02,NA,"leeno",NA,"f",NA,"r",NA,NA,NA,NA,NA,"see photos on file please, none printed",NA
"lns",2007-10-02,NA,"linus",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"lnx",NA,"339","lennox",NA,"f",2006-03-01,"r","mre",NA,"1","1",NA,NA,NA
"lobi",2018-09-09,"1282","lobster bisque",NA,"f",2017-09-19,"r","soup",NA,"1",NA,NA,NA,NA
"lock",2007-10-02,NA,"hemlock",NA,"f",2010-11-08,"r","silk",NA,"2","1",NA,NA,NA
"logc",2014-10-19,"1090","log cabin",NA,"f",2010-02-11,"r","wafl",NA,"1","1",NA,NA,NA
"loha",2017-01-23,NA,"aloha","lasso","u",2015-10-29,"r","wran",NA,"0","1",NA,NA,NA
"loin",NA,"792","sirloin",NA,"m",1999-10-15,"r","back",NA,NA,NA,NA,NA,NA
"loki",2016-05-11,"917","loki",NA,"f",2008-04-20,"r","mrph",NA,"1","2",NA,"kay approved death though body never found",NA
"lol",2007-10-02,NA,"lolita",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"lole",2015-09-14,"1175","daddy long legs",NA,"m",2014-10-08,"r","arba",NA,"1","2",NA,NA,NA
"loop",2014-06-18,NA,"loop",NA,NA,2014-09-22,"r",NA,NA,NA,NA,NA,NA,NA
"lop",2016-07-21,"162","lopez",NA,"f",1995-02-15,"r","who",NA,"0",NA,NA,"see deathdate for lopezmaybe, this is probably the",NA
"lop?",NA,"210","lopezmaybe",NA,"f",NA,"d",NA,NA,NA,NA,NA,NA,NA
"lord",2018-04-18,"1327","lord of the dance",NA,NA,2016-10-22,"r","chco",NA,"1","1",NA,"either lord or chco were first confirmed on 12/10/",NA
"loth",2015-05-06,NA,"lothlorien",NA,NA,2009-12-20,"r","arw",NA,"1",NA,NA,NA,NA
"lotu",2017-01-23,NA,"lotus","goober","u",2015-10-31,"r","chco",NA,"0","1",NA,NA,NA
"lou",2016-11-04,NA,"louiseville",NA,"m",NA,"i",NA,NA,NA,NA,NA,"possibly secondarily dispersed to talek east",NA
"louv",2015-05-06,NA,"louvre",NA,"f",2009-09-01,"r","clar",NA,"1","2",NA,NA,NA
"lph",2015-04-27,"892","laphroaig","dipper","m",2001-06-15,"r","mlt",NA,NA,NA,"892",NA,NA
"lpr",2007-10-02,"1052","leprechaun","scorp","m",NA,"i",NA,NA,NA,NA,NA,"r d notch; r&l b scoops; r c/d nick",NA
"lrax",2015-06-07,NA,"the lorax",NA,"f",2015-12-14,"r","pala",NA,"0",NA,NA,NA,NA
"lsb",NA,NA,"lisbon",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lsd",2014-10-16,NA,"lucy in the sky with diamonds",NA,"m",2010-01-04,"r","ele",NA,"0",NA,NA,NA,NA
"lska",2018-09-07,NA,"baked alaska",NA,NA,2018-04-29,"r","pces",NA,NA,NA,NA,"talek west",NA
"lski",NA,"878","lebowski",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"lstr",2015-09-11,NA,"lone star",NA,"u",2013-12-22,"r","mtn",NA,NA,NA,NA,"check note for seen dead?",NA
"lt",NA,"103","little toot",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lth",2007-10-02,NA,"lilith",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"lu",NA,"832","lucky luciano","norse = cub name","f",2007-02-02,"r","cd",NA,"1","2",NA,NA,NA
"luc",NA,"135","lucyfigtree",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"luck",2016-11-18,NA,"lucky",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lucy",2016-07-21,NA,"lucy",NA,"f",1997-09-01,"r","bsh",NA,"0",NA,NA," dengrad calced by pat",NA
"luda",2019-01-24,NA,"ludacris",NA,"f",2011-04-17,"r","zoey",NA,NA,NA,NA,"dls 1/30/2012,  last seen nursing 11/13/2011 but n",NA
"ludi",2015-11-05,NA,"luding kraft",NA,"u",2014-08-05,"r","ali",NA,"1","1",NA,"missing before graduation",NA
"lugi",2015-02-03,"565","luigi",NA,"f",2013-08-18,"r","cart",NA,"1","2",NA,NA,NA
"luis",2018-09-07,NA,"st. louis","al540","m",NA,"i",NA,NA,NA,NA,NA,"immigrated to talek west",NA
"luk",2008-03-28,"229","luke",NA,"m",1997-12-08,"r","sein","wald","0","1",NA," dengrad calced by pat",NA
"lume",2018-08-03,NA,"lumen",NA,NA,2017-12-17,"r","buar",NA,NA,NA,NA,"talek west",NA
"lun",2016-07-15,NA,"luna lovegood",NA,"u",2014-01-20,"r","hon",NA,"0",NA,NA,"hon died in the april 2014 poisoning",NA
"luna",2007-10-02,NA,"luna",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"luo",2017-03-23,"751","luo",NA,"m",2004-02-07,"r","art",NA,"1","1",NA,"dispersed to ft - first seen 5/7/2007, and last se",NA
"lust",2016-02-02,"676","lust","bunty=cubname","f",2011-09-06,"r","arg",NA,"1","2",NA,NA,NA
"lux",2015-09-18,"1023","luxor",NA,"m",2009-12-24,"r","taj",NA,"1","2",NA,NA,NA
"luxy",2018-08-02,NA,"luxy",NA,"f",2017-02-03,"r","lust",NA,"1","1",NA,"main doc",NA
"lvlc",2015-06-17,NA,"lovelace",NA,NA,2012-10-10,"r","tud",NA,"1",NA,NA,NA,NA
"lvtn",2015-06-17,NA,"lavington",NA,NA,2010-01-08,"r","lu",NA,"0",NA,NA,NA,NA
"lws",2016-11-15,NA,"lewis",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"lyco",2015-02-03,"540","lycos",NA,"f",2013-03-26,"r","bab",NA,"1",NA,NA,NA,NA
"lyle",2016-02-02,"809","lyle","google (goog), bandit","f",2008-10-30,"r","bab",NA,"0",NA,"809","dfs was first and last time seen nursing, at 8mo o",NA
"lyx",2015-05-07,NA,"lynx",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"m1000",2012-08-08,"1000","male 1000",NA,"m",NA,"r",NA,NA,NA,NA,NA,NA,NA
"m110",2016-08-31,NA,"male 110",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"m111",NA,NA,"male 111",NA,"m",NA,"r","com",NA,NA,NA,NA,"eco carrying dead cub but com may be mom",NA
"m130",2016-08-31,NA,"male 130",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"m131",2016-08-31,NA,"male 131",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"m378",NA,"378","m378",NA,"m",NA,NA,NA,NA,NA,NA,NA,"from darting table",NA
"m383",NA,"383","m383",NA,"m",NA,NA,NA,NA,NA,NA,NA,"from darting table",NA
"m385",2015-04-27,"385","m385","dan the man on darting sheet","m",NA,NA,NA,NA,NA,NA,NA,"from darting table",NA
"m389",NA,"389","m389",NA,"m",NA,NA,NA,NA,NA,NA,"389","from darting table",NA
"m392",NA,"392","m392",NA,"m",NA,NA,NA,NA,NA,NA,"392","from darting table",NA
"m394",NA,"394","m394",NA,"m",NA,NA,NA,NA,NA,NA,"394","from darting table",NA
"m396",NA,"396","m396",NA,"m",NA,NA,NA,NA,NA,NA,"396","from darting table",NA
"m397",NA,"397","m397",NA,"m",NA,NA,NA,NA,NA,NA,"397","from darting table",NA
"m398",NA,"398","m398",NA,"m",NA,"i",NA,NA,NA,NA,"398","from darting table",NA
"m399",NA,"399","m399",NA,"m",NA,NA,NA,NA,NA,NA,NA,"from darting table",NA
"m404",NA,"404","male 404","f404","m",NA,"r",NA,NA,NA,NA,"404","from darting table",NA
"m412",2015-04-27,"412","m412","herman on darting sheet","m",NA,NA,NA,NA,NA,NA,"412","from darting table",NA
"m422",2015-04-27,"422","m422","clutch on darting sheet","m",NA,NA,NA,NA,NA,NA,"422","from darting table",NA
"m424",NA,"424","m424",NA,"m",NA,NA,NA,NA,NA,NA,"424","from darting table",NA
